Match ID,Date,Home Team,Away Team,Score
1006008,2023-11-29T23:00:00+00:00,Cuiaba,Internacional,0 - 2
1006001,2023-11-30T00:30:00+00:00,Palmeiras,America Mineiro,4 - 0
1006006,2023-11-30T00:30:00+00:00,Coritiba,Botafogo,1 - 1
1006005,2023-11-30T22:00:00+00:00,Gremio,Goias,2 - 1
1006004,2023-11-30T23:00:00+00:00,Cruzeiro,Atletico Paranaense,1 - 1
1006003,2023-11-30T23:30:00+00:00,RB Bragantino,Fortaleza EC,1 - 2
1006012,2023-12-02T21:00:00+00:00,Corinthians,Internacional,1 - 2
1006014,2023-12-03T00:00:00+00:00,Atletico-MG,Sao Paulo,2 - 1
1006011,2023-12-03T19:00:00+00:00,Palmeiras,Fluminense,1 - 0
1006009,2023-12-03T19:00:00+00:00,Flamengo,Cuiaba,2 - 1
1006010,2023-12-03T21:30:00+00:00,Botafogo,Cruzeiro,0 - 0
1006018,2023-12-03T21:30:00+00:00,America Mineiro,Bahia,3 - 2
1006015,2023-12-03T21:30:00+00:00,Gremio,Vasco DA Gama,1 - 0
1006016,2023-12-03T21:30:00+00:00,Atletico Paranaense,Santos,3 - 0
1006017,2023-12-03T21:30:00+00:00,Fortaleza EC,Goias,1 - 0
1006013,2023-12-03T21:30:00+00:00,RB Bragantino,Coritiba,1 - 0
1006023,2023-12-06T22:00:00+00:00,Goias,America Mineiro,1 - 0
1006027,2023-12-07T00:30:00+00:00,Bahia,Atletico-MG,4 - 1
1006025,2023-12-07T00:30:00+00:00,Internacional,Botafogo,3 - 1
1006019,2023-12-07T00:30:00+00:00,Fluminense,Gremio,2 - 3
1006021,2023-12-07T00:30:00+00:00,Sao Paulo,Flamengo,1 - 0
1006022,2023-12-07T00:30:00+00:00,Santos,Fortaleza EC,1 - 2
1006020,2023-12-07T00:30:00+00:00,Vasco DA Gama,RB Bragantino,2 - 1
1006024,2023-12-07T00:30:00+00:00,Cruzeiro,Palmeiras,1 - 1
1006026,2023-12-07T00:30:00+00:00,Coritiba,Corinthians,0 - 2
1006028,2023-12-07T00:30:00+00:00,Cuiaba,Atletico Paranaense,3 - 0
